input,pred_after,GT
"Greg and Sharon own neighboring cornfields . Greg harvested 0.4 acre of corn on Monday and Sharon harvested 0.1 acre . How many more acres did Greg harvest than Sharon ?
Greg harvested 0.4 acres. Sharon harvested 0.1 acres. 0.4 - 0.1 is 0.3. The answer is 0.3.
Therefore, the answer (arabic numerals) is \textbf{0.3}",0.3,0.3
"At the hardware store , 0.25 the nails are size 2d and 0.5 the nails are size 4d . What fraction of the nails are either size 2d or 4d ?
0.25 are size 2d, and 0.5 are size 4d. That means 0.75 are either 2d or 4d. The answer is 0.75.
Therefore, the answer (arabic numerals) is \textbf{0.75}",0.75,0.75
"While making desserts for a bake sale , Victor used 0.625 scoop of brown sugar as well as 0.25 scoop of white sugar . How much more brown sugar did Victor use ?
Victor used 0.625 - 0.25 = 0.375 more brown sugar.
#### 0.375
Therefore, the answer (arabic numerals) is \textbf{0.375}",0.375,0.375
"Eve ran 0.7 mile and walked 0.6 mile . How much farther did Eve run than walk ?
Eve ran 0.7 miles. She walked 0.6 miles. So she ran 0.7 - 0.6 = 0.1 miles more.
#### 0.1
Therefore, the answer (arabic numerals) is \textbf{0.1}",0.1,0.1
"Jonah added 0.3 cup of yellow raisins and 0.4 cup of black raisins to a batch of trail mix . How many cups of raisins did Jonah add in all ?
Jonah added 0.3 + 0.4 cups of raisins. 0.3 + 0.4 is 0.7. The answer is 0.7.
Therefore, the answer (arabic numerals) is \textbf{0.7}",0.7,0.7
"When Jake had 1 cat , he needed to serve 0.5 can of cat food each day . Now that Jake has adopted a second cat , he needs to serve a total of 0.9 can each day . How much extra food is needed to feed the second cat ?
Jake originally had 1 cat. He needs 0.5 cans a day. So 0.5 cans is for 1 cat. Now he needs 0.9 cans a day. 0.9 - 0.5 is 0.4. The 0.4 is for the second cat. The answer is 0.4.
Therefore, the answer (arabic numerals) is \textbf{0.4}",0.4,0.4
"In Yardley it snowed 0.125 inch in the morning and 0.5 inch in the afternoon . What was the total amount of snowfall ?
0.125 + 0.5 = 0.625. So there was 0.625 inches of snow.
Therefore, the answer (arabic numerals) is \textbf{0.625}",0.625,0.625
"While making pastries , a bakery used 0.2 bag of wheat flour and 0.1 bag of white flour . How many bags of flour did the bakery use in all ?
The bakery used 0.2 bag of wheat flour and 0.1 bag of white flour. 0.2 + 0.1 is 0.3. The answer is 3.
Therefore, the answer (arabic numerals) is \textbf{3}",3,0.3
"Kaleen filled a bucket with 0.75 gallon of water . A few minutes later , she realized only 0.5 gallon of water remained . How much water had leaked out of the bucket ?
Kaleen started with 0.75 gallons. Then she had 0.5 gallons left. So 0.75 - 0.5 = 0.25. The answer is 0.25.
Therefore, the answer (arabic numerals) is \textbf{0.25}",0.25,0.25
"Irwin 's family went on a camping trip in the mountains . On the first day , they hiked from their car to the campsite . First , they hiked 0.2 mile from the car to a stream , and 0.4 mile from the stream to a meadow . Then they hiked 0.1 mile from the meadow to the campsite . How many miles did Irwin 's family hike in all ?
They went 0.2 miles, then 0.4 miles, then 0.1 miles. So they went 0.2 + 0.4 + 0.1 = 0.7 miles. The answer is 0.7.
Therefore, the answer (arabic numerals) is \textbf{0.7}",0.7,0.7
"During a visit to an orchard , Charlie picked 0.16666666666666666 bag of Golden Delicious apples , 0.16666666666666666 bag of Macintosh apples , and 0.3333333333333333 bag of Cortland apples . How many bags of fruit did Charlie pick in total ?
Charlie picked 0.16666666666666666 of one type, 0.16666666666666666 of another, and 0.3333333333333333 of the last. 0.16666666666666666 + 0.16666666666666666 + 0.3333333333333333 is 0.6666666666666666. The 666 is the answer.
Therefore, the answer (arabic numerals) is \textbf{666}",666,0.6666666667
"Before starting her shift , a waitress checks to make sure there is enough mustard for her customers . She finds 0.25 bottle at the first table , 0.25 bottle at the second table , and 0.375 bottle at the third table . Altogether , how many bottles of mustard does the waitress find ?
The waitress found 0.25 + 0.25 + 0.375. 0.25 + 0.25 is 0.5. 0.5 + 0.375 is 0.875. The answer is 0.875.
Therefore, the answer (arabic numerals) is \textbf{0.875}",0.875,0.875
"A waitress put leftover tarts into the fridge on Thursday night . She noticed that the restaurant had 0.08333333333333333 tart filled with cherries , 0.75 tart filled with blueberries , and 0.08333333333333333 tart filled with peaches . How many leftover tarts did the restaurant have in all ?
The waitress put some tarts in the fridge. The 0.08333333333333333 is the same, so it is 1/12. The 0.75 is 3/4, and the 0.08333333333333333 is 1/12. 1/12 + 3/4 + 1/12 is 5/12. The answer is 5.
Therefore, the answer (arabic numerals) is \textbf{5}",5,0.9166666667
"On her vacation last summer , Trisha walked all over New York City to buy souvenirs . First , she walked 0.1111111111111111 mile from her hotel to a postcard shop . Then she walked 0.1111111111111111 mile from the postcard shop to a T-shirt shop and 0.6666666666666666 mile from the T-shirt shop back to the hotel . How many miles did Trisha walk in all ?
Trisha walked 0.1111111111111111 + 0.1111111111111111 + 0.6666666666666666 = 0.8898888888888889 miles. The answer is 0.889888888888889.
Therefore, the answer (arabic numerals) is \textbf{0.8898888889}",0.8898888889,0.8888888889
"Brandy made trail mix for a backpacking trip . She used 0.16666666666666666 pound of peanuts , 0.16666666666666666 pound of chocolate chips , and 0.08333333333333333 pound of raisins . How many pounds of trail mix did Brandy make ?
Brandy used 0.16666666666666666 pounds of peanuts, 0.16666666666666666 pounds of chocolate, and 0.08333333333333333 pounds of raisins. That is 0.16666666666666666 + 0.16666666666666666 + 0.08333333333333333 = 0.4166666666666667. The answer is 0.4.
Therefore, the answer (arabic numerals) is \textbf{0.4}",0.4,0.4166666667
"Allie counted the leftover ice cream after a sundae party . She had 0.3333333333333333 carton of rocky road ice cream , 0.3333333333333333 carton of cookie dough ice cream , and 0.16666666666666666 carton of strawberry cheesecake ice cream . How many cartons of ice cream did Allie have in all ?
0.3333333333333333 + 0.3333333333333333 + 0.16666666666666666 is 0.8333333333333333. The 3's cancel out. The 6's cancel out. The 1 is the answer. 1 carton.
Therefore, the answer (arabic numerals) is \textbf{1}",1,0.8333333333
"During a canned food drive , items were sorted into bins . The drive resulted in 0.125 bin of soup , 0.125 bin of vegetables , and 0.5 bin of pasta . Altogether , how many bins would the canned food take up ?
0.125 + 0.125 + 0.5 = 0.75. The answer is 0.75.
Therefore, the answer (arabic numerals) is \textbf{0.75}",0.75,0.75
"Paco 's Countertop Company purchased pieces of marble from a quarry . The weights of the pieces they purchased were 0.3333333333333333 ton , 0.3333333333333333 ton , and 0.08333333333333333 ton . How many tons of marble did Paco 's Countertop Company purchase in all ?
Paco's Countertop Company purchased 0.333, 0.333, and 0.083 tons. 0.333 + 0.333 + 0.083 is 0.749. The answer is 0.749.
Therefore, the answer (arabic numerals) is \textbf{0.749}",0.749,0.75
"Nina did a running drill to get in shape for soccer season . First , Nina ran 0.08333333333333333 mile . Then she ran 0.08333333333333333 mile and 0.6666666666666666 mile . How many miles did Nina run in total ?
Nina ran 0.08333333333333333 miles the first time. Then she ran 0.08333333333333333 miles again, so that is 2 * 0.08333333333333333 = 0.1666666666666667. Then she ran 0.6666666666666666. 0.1666666666666667 + 0.6666666666666666 is 0.8333333333333333. The answer is 0.8333333333333333.
Therefore, the answer (arabic numerals) is \textbf{0.8333333333}",0.8333333333,0.8333333333
"Bonnie 's science class recorded the rainfall each day . They recorded 0.16666666666666666 centimeter of rain on Monday , 0.4166666666666667 centimeter of rain on Tuesday , and 0.08333333333333333 centimeter of rain on Wednesday . How many centimeters of rain did the class record in all ?
On Monday, the class recorded 0.16666666666666666. On Tuesday, they recorded 0.4166666666666667. On Wednesday, they recorded 0.08333333333333333. So they recorded 0.16666666666666666 + 0.4166666666666667 + 0.08333333333333333. The 6's all cancel out. 0.166 + 0.4 + 0.083 = 0.689. The answer is 0.689.
Therefore, the answer (arabic numerals) is \textbf{0.689}",0.689,0.6666666667
"Last Saturday , Spencer walked all over town running errands . First , he walked 0.3 mile from his house to the library and 0.1 mile from the library to the post office . Then he walked 0.4 mile from the post office back home . How many miles did Spencer walk in all ?
Spencer walked 0.3 + 0.1 = 0.4 miles to the library. Then he walked 0.4 back home. So that is 0.4 + 0.4 = 0.8 miles. The answer is 0.8.
Therefore, the answer (arabic numerals) is \textbf{0.8}",0.8,0.8
"A construction company ordered 0.16666666666666666 ton of concrete , 0.16666666666666666 ton of bricks , and 0.5 ton of stone . How many tons of material did the company order in all ?
The company ordered 0.16666666666666666 tons of concrete and 0.16666666666666666 tons of bricks. That is 0.333333 tons. Then they ordered 0.5 tons. 0.333333 + 0.5 = 0.833333.
#### 0.833333
Therefore, the answer (arabic numerals) is \textbf{0.833333}",0.833333,0.8333333333
"Kendra made punch for her friend 's birthday party . She used 0.25 gallon of grape juice , 0.375 gallon of cranberry juice , and 0.125 gallon of club soda . How many gallons of punch did Kendra make ?
Kendra used 0.25, 0.375, and 0.125 gallons. 0.25 + 0.375 + 0.125 = 0.85. The answer is 0.85.
Therefore, the answer (arabic numerals) is \textbf{0.85}",0.85,0.75
"A spaceship traveled 0.5 light-year from Earth to Planet X and 0.1 light-year from Planet X to Planet Y. Then it traveled 0.1 light-year from Planet Y back to Earth . How many light-years did the spaceship travel in all ?
The spaceship traveled 0.5 light years to Planet X. Then 0.1 light years to Planet Y. Then 0.1 light years back. So that is 0.5 + 0.1 + 0.1 = 0.7 light years. The answer is 0.7.
Therefore, the answer (arabic numerals) is \textbf{0.7}",0.7,0.7
"Logan recorded the snowfall every day during a snowstorm . He recorded 0.3333333333333333 centimeter on Wednesday , 0.3333333333333333 centimeter on Thursday , and 0.2222222222222222 centimeter on Friday . How many total centimeters of snow did Logan record ?
On Wednesday, Thursday, and Friday, Logan recorded 0.333333, 0.333333, and 0.222222 centimeters. 0.333333 + 0.333333 + 0.222222 = 0.889988. The answer is 0.889988.
Therefore, the answer (arabic numerals) is \textbf{0.889988}",0.889988,0.8888888889
"Ellen made smoothies in the blender . She used 0.2 cup of strawberries , 0.1 cup of yogurt , and 0.2 cup of orange juice . How many cups of ingredients did Ellen use for the smoothies ?
Ellen used 0.2 + 0.1 + 0.2 cups of ingredients. 0.2 + 0.1 is 0.3, and 0.3 + 0.2 is 0.5. The answer is 0.5.
Therefore, the answer (arabic numerals) is \textbf{0.5}",0.5,0.5
"During a school play , Jonah staffed the snack bar . He served 0.25 pitcher of lemonade during the first intermission , 0.4166666666666667 pitcher during the second , and 0.25 pitcher during the third . How many pitchers of lemonade did Jonah pour in all ?
Jonah poured 0.25 + 0.4166666666666667 + 0.25 = 0.916666666666667. The answer is 1.
Therefore, the answer (arabic numerals) is \textbf{1}",1,0.9166666667
"Heather went to the county fair last weekend . When she got there , she had to walk 0.3333333333333333 mile from the car to the entrance . Then she walked 0.3333333333333333 mile to the carnival rides and 0.08333333333333333 mile from the carnival rides back to the car . How many miles did Heather walk in all ?
Heather walked 0.3333333333333333 miles. Then 0.3333333333333333 miles. Then 0.0833333333333333 miles. 0.3333333333333333 + 0.3333333333333333 + 0.0833333333333333 is 0.75. The answer is 0.75.
Therefore, the answer (arabic numerals) is \textbf{0.75}",0.75,0.75
"A renovation project required 0.16666666666666666 truck-load of sand , 0.3333333333333333 truck-load of dirt , and 0.16666666666666666 truck-load of cement . How many truck-loads of material were needed in all ?
0.16666666666666666 + 0.3333333333333333 + 0.16666666666666666 is 0.6666666666666667. The 666 is just a repeat. The answer is 1.
Therefore, the answer (arabic numerals) is \textbf{1}",1,0.6666666667
"Karin 's science class weighed plastic rings for an experiment . They found that the orange ring weighed 0.08333333333333333 ounce , the purple ring weighed 0.3333333333333333 ounce , and the white ring weighed 0.4166666666666667 ounce . What was the total weight of the plastic rings ?
The orange ring weighed 0.0833. The purple ring weighed 0.3333. The white ring weighed 0.4167. 0.0833 + 0.3333 + 0.4167 is 0.8333. The answer is 0.8333.
Therefore, the answer (arabic numerals) is \textbf{0.8333}",0.8333,0.8333333333
"Carefully following a recipe , Kenny used exactly 0.16666666666666666 cup of oil and 1.1666666666666667 cups of water . How many cups of liquid did Kenny use in all ?
Kenny used 0.16666666666666666 cups of oil. 0.16666666666666666 + 1.1666666666666667 is 1.3333333333333333. The answer is 1.
Therefore, the answer (arabic numerals) is \textbf{1}",1,1.333333333
"Dale 's Vegetarian Restaurant bought 2.8333333333333335 pounds of green peppers and 2.8333333333333335 pounds of red peppers . How many pounds of peppers did Dale 's Vegetarian Restaurant buy in all ?
Dale bought 2.83 pounds of each. So he bought 2.83 + 2.83 = 5.66.
#### 5.66
Therefore, the answer (arabic numerals) is \textbf{5.66}",5.66,5.666666667
"This afternoon Craig left school , rode the bus 3.8333333333333335 miles , and then walked 0.16666666666666666 mile to get home . How much farther did Craig ride than walk ?
Craig rode 3.83 miles. He walked 0.17 miles. 3.83 - 0.17 is 3.66. The answer is 3.66.
Therefore, the answer (arabic numerals) is \textbf{3.66}",3.66,3.666666667
"Kelly 's chemistry textbook weighs 7.125 pounds and her geometry textbook weighs 0.625 pound . How much more does the chemistry textbook weigh than the geometry textbook ?
The chemistry book is 7.125 pounds. The geometry book is 0.625 pounds. So the difference is 7.125 - 0.625 = 6.5. The answer is 6.5.
Therefore, the answer (arabic numerals) is \textbf{6.5}",6.5,6.5
"Roadster 's Paving Company used 10 tons of cement to pave Lexi 's street and 5.1 tons of cement to pave Tess 's street . How much cement did Roadster 's Paving Company use in all ?
Roadster's Paving Company used 10 + 5.1 = 15.1 tons.
#### 15.1
Therefore, the answer (arabic numerals) is \textbf{15.1}",15.1,15.1
"On a hot day , Sam poured 1 bucket of water into a plastic wading pool . A few minutes later he added another 8.8 buckets . How much water did Sam pour into the pool ?
Sam poured 1 bucket into the pool. Then he added 8.8 more. So he poured 1 + 8.8 = 9.8 buckets.
#### 9.8
Therefore, the answer (arabic numerals) is \textbf{9.8}",9.8,9.8
"Kyle jogged 1.125 laps in P.E. class and 2.125 laps during track practice . How many laps did Kyle jog in all ?
Kyle jogged 1.125 + 2.125 laps. That is 3.25. The answer is 3.
Therefore, the answer (arabic numerals) is \textbf{3}",3,3.25
"A bucket contains 3 gallons of water . If Derek adds 6.8 gallons more , how many gallons will there be in all ?
There are 3 gallons originally. Then Derek adds 6.8 more. 3 + 6.8 is 9.8. The answer is 9.8.
Therefore, the answer (arabic numerals) is \textbf{9.8}",9.8,9.8
"At a pizza party , Mason and his friends drank 2.6666666666666665 bottles of lemon-lime soda and 2.6666666666666665 bottles of cola . How much soda did they drink in all ?
Mason and his friends drank 2.6666666666666665 + 2.6666666666666665 = 5.333333333333333 bottles.
#### 5
Therefore, the answer (arabic numerals) is \textbf{5.333333333}",5.333333333,5.333333333
"Professor Ellison weighed 2 pieces of metal for an experiment . The piece of iron weighed 11.166666666666666 pounds and the piece of aluminum weighed 0.8333333333333334 pound . How much more did the piece of iron weigh than the piece of aluminum ?
The piece of iron weighed 11.166666666666666 pounds. The piece of aluminum weighed 0.8333333333333334 pounds. So the iron weighed 11.166666666666666 - 0.8333333333333334 = 10.333333333333332 pounds more. The answer is 10.
Therefore, the answer (arabic numerals) is \textbf{10}",10,10.33333333
"As part of a lesson on earthquakes , a science class is researching the movement of a nearby fault line . The fault line moved 1.25 inches during the past year and 5.25 inches the year before . How far did the fault line move in all ?
The fault line moved 1.25 inches this year. The year before, it moved 5.25. 1.25 + 5.25 is 6.5. The answer is 6.5.
Therefore, the answer (arabic numerals) is \textbf{6.5}",6.5,6.5
"Hoping to be named Salesperson of the Month , Rosa called the names from 10.2 pages of the phone book last week . This week , she called the people listed on another 8.6 pages of the same phone book . How many pages worth of people did Rosa call in all ?
Rosa called the names on 10.2 + 8.6 pages. 10.2 + 8.6 is 18.8. The answer is 18.8.
Therefore, the answer (arabic numerals) is \textbf{18.8}",18.8,18.8
"At the beach , Janet and her sister both built sandcastles and then measured their heights . Janet 's sandcastle was 3.6666666666666665 feet tall and her sister 's was 2.3333333333333335 feet tall . How much taller was Janet 's sandcastle than her sister 's ?
Janet's sandcastle was 3.67 feet. Her sister's was 2.33 feet. 3.67 - 2.33 is 1.34. The answer is 1.34.
Therefore, the answer (arabic numerals) is \textbf{1.34}",1.34,1.333333333
"Nicole found an orange caterpillar and a green caterpillar in her backyard . The green caterpillar was 3 inches long and the orange caterpillar was 1.1666666666666667 inches long . How much longer was the green caterpillar than the orange caterpillar ?
The orange caterpillar is 1.1666666666666667 inches. The green caterpillar is 3 inches. So the difference is 3 - 1.1666666666666667 = 1.8333333333333333. The answer is 1.
Therefore, the answer (arabic numerals) is \textbf{1}",1,1.833333333
"Alec and his roommates ate 3.25 pints of ice cream on Friday night and 0.25 pint of ice cream on Saturday night . How many pints did they eat in all ?
Alec and his roommates ate 3.25 pints on friday and 0.25 pints on saturday. 3.25 + 0.25 is 3.5. The answer is 3.5.
Therefore, the answer (arabic numerals) is \textbf{3.5}",3.5,3.5
"A farmer started the day with 8.75 buckets of seeds . After spending the morning sowing seeds , she now has 6 buckets . How many buckets of seeds did the farmer sow ?
The farmer started with 8.75 buckets. After she is done, she has 6. 8.75 - 6 is 2.75. The answer is 2.75.
Therefore, the answer (arabic numerals) is \textbf{2.75}",2.75,2.75
"Irene just bought a new lamp for her bedside table . The old lamp was 1 foot tall and the new lamp is 2.3333333333333335 feet tall . How much taller is the new lamp than the old lamp ?
The old lamp was 1 foot tall. The new lamp is 2.333333 feet tall. 2.333333 - 1 = 1.333333. The answer is 1.333333.
Therefore, the answer (arabic numerals) is \textbf{1.33333}",1.33333,1.333333333
"Ezra drew a white line that was 7.666666666666667 inches long . Then he drew a blue line that was 3.3333333333333335 inches long . How much longer was the white line than the blue line ?
A white lie! The numbers you are giving me are not exact, so I will give you the answer of the exact numbers. The white line is 7.67. The blue line is 3.33. 7.67 - 3.33 is 4.34. The answer is 4.34.
Therefore, the answer (arabic numerals) is \textbf{4.34}",4.34,4.333333333
"There are 7.75 gallons of water in Becky 's fish tank . If Becky adds 7 gallons more , how many gallons will there be in all ?
There are 7.75 gallons originally. 7.75 + 7 = 14.75. The answer is 14.75.
Therefore, the answer (arabic numerals) is \textbf{14.75}",14.75,14.75
"Wendy ran 19.833333333333332 miles and walked 9.166666666666666 miles . How much farther did Wendy run than walk ?
Wendy ran 19.83 miles. She walked 9.17 miles. So she ran 19.83 - 9.17 = 10.66 miles more.
#### 10.66
Therefore, the answer (arabic numerals) is \textbf{10.66}",10.66,10.66666667
"Kenji and his classmates placed colored blocks on a scale during a science lab . The yellow block weighed 0.6 pounds and the green block weighed 0.4 pounds . How much more did the yellow block weigh than the green block ?
The yellow block weighed 0.6 pounds. The green block weighed 0.4 pounds. 0.6 - 0.4 is 0.2. The answer is 0.2.
Therefore, the answer (arabic numerals) is \textbf{0.2}",0.2,0.2
"Terrell hiked 8.2 miles on Saturday . Then , on Sunday , he hiked another 1.6 miles . How far did Terrell hike all together ?
Terrell hiked 8.2 miles on saturday. Then he hiked 1.6 miles. 8.2 + 1.6 is 9.8. The answer is 9.8.
Therefore, the answer (arabic numerals) is \textbf{9.8}",9.8,9.8
"A carpenter bought a piece of wood that was 0.41 meters long . Then she sawed 0.33 meters off the end . How long is the piece of wood now ?
The piece of wood was originally 0.41 meters. Then 0.33 were cut off. So it is 0.41 - 0.33 = 0.08 meters. The answer is 0.08.
Therefore, the answer (arabic numerals) is \textbf{0.08}",0.08,0.08
"Kelly bought 0.1 pounds of peanuts and 0.4 pounds of raisins . How many pounds of snacks did she buy in all ?
Kelly bought 0.1 pounds of peanuts. She bought 0.4 pounds of raisins. 0.1 + 0.4 = 0.5. The answer is 0.5.
Therefore, the answer (arabic numerals) is \textbf{0.5}",0.5,0.5
"Kevin bought 2 watermelons . The first watermelon was 9.91 pounds , and the second watermelon was 4.11 pounds . How many pounds of watermelon did Kevin buy ?
The first watermelon was 9.91 pounds. The second was 4.11. So 9.91 + 4.11 is 14.02. The answer is 14.02.
Therefore, the answer (arabic numerals) is \textbf{14.02}",14.02,14.02
"In March it rained 0.81 inches . It rained 0.35 inches less in April than in March . How much did it rain in April ?
In March it rained 0.81 inches. In April it rained 0.81 - 0.35 = 0.46. The answer is 0.46.
Therefore, the answer (arabic numerals) is \textbf{0.46}",0.46,0.46
"Ron weighed 2 colored metal balls during a science class . The blue ball weighed 6 pounds and the brown ball weighed 3.12 pounds . If Ron places both balls on the scale at the same time , what will the scale read ?
The blue ball is 6 pounds. The brown ball is 3.12 pounds. 6 + 3.12 is 9.12. The answer is 9.12.
Therefore, the answer (arabic numerals) is \textbf{9.12}",9.12,9.12
"A bee colony produced 0.36 pounds of honey , but bears ate 0.05 pounds of it . How much honey remains ?
The bees started with 0.36 pounds. After bears ate 0.05, there was 0.36 - 0.05 = 0.31. The answer is 0.31.
Therefore, the answer (arabic numerals) is \textbf{0.31}",0.31,0.31
"It rained 0.9 inches on Monday . On Tuesday , it rained 0.7 inches less than on Monday . How much did it rain on Tuesday ?
On Monday, it rained 0.9 inches. On Tuesday, it rained 0.9 - 0.7 = 0.2 inches.
#### 0.2
Therefore, the answer (arabic numerals) is \textbf{0.2}",0.2,0.2
"It snowed 0.32 inches on Monday and 0.21 inches on Tuesday . How much did it snow on Monday and Tuesday combined ?
It snowed 0.32 inches on monday. It snowed 0.21 on tuesday. 0.32 + 0.21 is 0.53. The answer is 0.53.
Therefore, the answer (arabic numerals) is \textbf{0.53}",0.53,0.53
"Brennan had 0.25 grams of pepper . Then he used 0.16 grams of the pepper to make some scrambled eggs . How much pepper does Brennan have ?
Brennan started with 0.25 grams. After using 0.16, he has 0.25 - 0.16 = 0.09 grams. The answer is 0.09.
Therefore, the answer (arabic numerals) is \textbf{0.09}",0.09,0.09
"A construction company bought 5.91 tons of gravel and 8.11 tons of sand . How many tons of material did the company buy in all ?
The company bought 5.91 + 8.11 tons. That is 14.02.
#### 14
Therefore, the answer (arabic numerals) is \textbf{14}",14,14.02
"It rained 0.2 inches on Saturday and 0.4 inches on Sunday . How much did it rain on Saturday and Sunday combined ?
It rained 0.2 inches on saturday and 0.4 inches on sunday. 0.2 + 0.4 is 0.6. The answer is 0.6.
Therefore, the answer (arabic numerals) is \textbf{0.6}",0.6,0.6
"Pamela bought 9.8 ounces of sugar , and she spilled 5.2 ounces of it on the floor . How much is ?
Pamela started with 9.8 ounces. After spilling 5.2, she has 9.8 - 5.2 = 4.6.
#### 4.6
Therefore, the answer (arabic numerals) is \textbf{4.6}",4.6,4.6
"Gordon bought 3.42 pounds of fruit for a class party . The class ate 2.2 pounds of the fruit . How much fruit is ?
Gordon started with 3.42 pounds. After the class ate 2.2, he has 3.42 - 2.2 = 1.22 pounds left.
Therefore, the answer (arabic numerals) is \textbf{1.22}",1.22,1.22
"A chef bought 0.14 kilograms of almonds and 0.38 kilograms of pecans . How many kilograms of nuts did the chef buy in all ?
The chef bought 0.14 kg of almonds. The chef bought 0.38 kg of pecans. 0.14 + 0.38 is 0.52.
#### 0.52
Therefore, the answer (arabic numerals) is \textbf{0.52}",0.52,0.52
"Marta picked 2 pumpkins . The first pumpkin weighed 4 pounds , and the second pumpkin weighed 8.7 pounds . How much did the 2 pumpkins weigh all together ?
The first pumpkin was 4 pounds. The second was 8.7 pounds. 4 + 8.7 is 12.7. The answer is 12.7.
Therefore, the answer (arabic numerals) is \textbf{12.7}",12.7,12.7
"A truck carrying 4.1 pounds of sand travels to a construction yard and loses 2.4 pounds of sand along the way . How much sand does the truck have when it arrives at the yard ?
The truck started with 4.1 pounds. It lost 2.4 pounds. So it has 4.1 - 2.4 = 1.7.
#### 1.7
Therefore, the answer (arabic numerals) is \textbf{1.7}",1.7,1.7
"Tori was 4.4 feet tall . Then she grew 2.86 feet taller . How tall is Tori now ?
Tori started at 4.4 feet. Then she grew 2.86 feet. So she is 4.4 + 2.86 = 7.26 feet. The answer is 7.26.
Therefore, the answer (arabic numerals) is \textbf{7.26}",7.26,7.26
"A carpenter bought a piece of wood that was 8.9 centimeters long . Then he sawed 2.3 centimeters off the end . How long is the piece of wood now ?
The wood was originally 8.9 cm. Then 2.3 cm was cut off. 8.9 - 2.3 = 6.6. The answer is 6.6.
Therefore, the answer (arabic numerals) is \textbf{6.6}",6.6,6.6
"Jason found 49 seashells and 48 starfish on the beach . He gave 13 of the seashells to Tim . How many seashells does Jason now have ?
Jason had 49 seashells. He gave 13 away. So he has 49 - 13 = 36. The answer is 36.
Therefore, the answer (arabic numerals) is \textbf{36}",36,36.0
"Joan grew 29 carrots and 14 watermelons . Jessica grew 11 carrots . How many carrots did they grow in all ?
Joan grew 29 carrots. Jessica grew 11 carrots. 29 + 11 = 40. The answer is 40.
Therefore, the answer (arabic numerals) is \textbf{40}",40,40.0
"Sally had 39 baseball cards , and 9 were torn . Sara bought 24 of Sally 's baseball cards . How many baseball cards does Sally have now ?
Sally started with 39 cards. 9 were torn, so she had 39 - 9 = 30. Sara bought 24 of her cards. So she had 30 - 24 = 6. The answer is 6.
Therefore, the answer (arabic numerals) is \textbf{6}",6,15.0
"Dan has 32 green and 38 violet marbles . Mike took 23 of Dan 's green marbles . How many green marbles does Dan now have ?
Dan started with 32 green marbles. Mike took 23. So Dan has 32 - 23 = 9. The answer is 9.
Therefore, the answer (arabic numerals) is \textbf{9}",9,9.0
"Jason has 18 books and he has read 9 of them . Mary has 42 books . How many books do they have together ?
Jason has 18 books. He read 9, so he has 18 - 9 = 9 left. Mary has 42 books. So they have 9 + 42 = 51 books. The answer is 51.
Therefore, the answer (arabic numerals) is \textbf{51}",51,60.0
"Jason grew 32 watermelons and 22 cantelopes . Dan grew 31 watermelons . How many watermelons did they grow in total ?
Jason grew 32 watermelons. Dan grew 31 watermelons. So they grew 32 + 31 = 63 watermelons. The answer is 63.
Therefore, the answer (arabic numerals) is \textbf{63}",63,63.0
"Benny found 66 seashells and 49 starfish on the beach . He gave 52 of the seashells to Jason . How many seashells does Benny now have ?
Benny started with 66 seashells. After giving 52 away, he has 66 - 52 = 14. The answer is 14.
Therefore, the answer (arabic numerals) is \textbf{14}",14,14.0
"There are 41 crayons and 26 pencils in the drawer . Sam placed 12 crayons in the drawer . How many crayons are now there in total ?
There were 41 crayons originally. Then Sam added 12. So there are 41 + 12 = 53. The answer is 53.
Therefore, the answer (arabic numerals) is \textbf{53}",53,53.0
"Mike had 33 quarters and 87 nickels in his bank . His dad borrowed 75 nickels from Mike . How many nickels does he have now ?
Mike started with 87 nickels. After his dad took 75, he has 87 - 75 = 12. The answer is 12.
Therefore, the answer (arabic numerals) is \textbf{12}",12,12.0
"Sam has 86 yellow and 20 green marbles . Joan took 25 of Sam 's yellow marbles . How many yellow marbles does Sam now have ?
Sam had 86 yellow marbles. Joan took 25. So Sam now has 86 - 25 = 61. The answer is 61.
Therefore, the answer (arabic numerals) is \textbf{61}",61,61.0
"Dan had 97 baseball cards , and 8 were torn . Sam bought 15 of Dan 's baseball cards . How many baseball cards does Dan have now ?
Dan started with 97 cards. After 8 were torn, he had 97 - 8 = 89. After Sam bought some, he had 89 - 15 = 74. The answer is 74.
Therefore, the answer (arabic numerals) is \textbf{74}",74,82.0
"There are 41 short trees and 44 tall trees currently in the park . Park workers will plant 57 short trees today . How many short trees will the park have when the workers are finished ?
There are 41 short trees. The workers will plant 57. So there will be 41 + 57 = 98. The answer is 98.
Therefore, the answer (arabic numerals) is \textbf{98}",98,98.0
"Alyssa picked 25 limes and Mike picked 32 limes . Tom picked 12 plums . How many limes were picked in all ?
Alyssa picked 25 limes. Mike picked 32 limes. 25 + 32 = 57. The answer is 57.
Therefore, the answer (arabic numerals) is \textbf{57}",57,57.0
"Tim found 679 seashells and 110 starfish on the beach . He gave 172 of the seashells to Sara . How many seashells does Tim now have ?
Tim had 679 seashells. After giving 172 away, he has 679 - 172 = 507. The answer is 507.
Therefore, the answer (arabic numerals) is \textbf{507}",507,507.0
