input,pred_after,GT
"If you're buying beer for a float trip what are you preparing to do? Answer Choices: (A) get arrested (B) have fun (C) get sick (D) spend money (E) stupidity
I think you can choose the correct one!  B) Have fun
Therefore, among A through E, the answer is \textbf{B}",B,B
"Piece of land in Canada where you can find marmot? Answer Choices: (A) north america (B) united states (C) vancouver island (D) american (E) cage
I think you can eliminate a few of those! 😄

The correct answer is C) Vancouver Island. Marmots are found in the wild in British Columbia, and Vancouver Island is a part of it. So, you are most likely to find a marmot on Vancouver Island.
Therefore, among A through E, the answer is \textbf{C}",C,C
"The surgeon's clients had begun to reduce, it seemed girls no longer want to what? Answer Choices: (A) reduction (B) make larger (C) augment (D) gain weight (E) expand
The correct answer is (A) reduction.

The sentence is: ""The surgeon's clients had begun to reduce, it seemed girls no longer want to what?""

It is saying that the surgeon's clients are reducing, and the girl does not want to have a reduction, so the answer is (A) reduction.
Therefore, among A through E, the answer is \textbf{A}",A,C
"While waiting for this appointment, people often read magazines. Answer Choices: (A) doctor (B) train station (C) newsagent (D) market (E) table
The correct answer is C ewsagent. You are waiting at the newsagent, so you will while waiting. 
Therefore, among A through E, the answer is \textbf{C}",C,A
"Where would you find a fox that is made up? Answer Choices: (A) storybook (B) woods (C) hen house (D) natural habitat (E) back yard
The correct answer is (A) storybook. A ""made up"" fox is a fictional one, so you would find it in a story. 
Therefore, among A through E, the answer is \textbf{A}",A,A
"In basic training they build you up only to do what, all in hopes of building you up even stronger the next time? Answer Choices: (A) destroying (B) tear down (C) raze (D) mutilate (E) demolition
The correct answer is B) tear down. In basic training, they are building you up, so the next time they will B tear you down. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"Billy saw a dog running from him and did his best to get away from it.  The leaped up to where the dog couldn't reach and was stuck.  Where might he have been trapped? Answer Choices: (A) kennel (B) table (C) porch (D) backyard (E) park
The correct answer is (B) table.  Billy was stuck, so he was not on the ground. He was leaping up to where the dog could not reach, so he was on the table.
Therefore, among A through E, the answer is \textbf{B}",B,B
"John and Judy were parents.  They had two wonderful kids who weren't always well behaved.  They were light tough, though.  They felt it was a parent's job to do what? Answer Choices: (A) control children (B) guide children (C) speak freely (D) cry (E) understand children
The correct answer is B) guide children. The sentence says they have two kids who are not well behaved, but they are ""light"", so it is a positive.  B is the best.
Therefore, among A through E, the answer is \textbf{B}",B,B
"What are you playing if you're fiddling on a violin? Answer Choices: (A) bluegrass music (B) make music (C) drop (D) string instrument (E) troubles
The correct answer is (B) make music. If you are playing the violin, you are making music, not (A) a specific type of music.  You are not (C) droping it, and (D) is not the right reason. You are (E) not in trouble.
Therefore, among A through E, the answer is \textbf{B}",B,A
"If somebody buys something and gives it to me as a free gift, what is the cost status of the gift? Answer Choices: (A) deadly (B) imprisoned (C) paid for (D) expensive (E) in prison
The correct answer is (C) paid for.  Since the person gave it to you as a free gift, you did not pay for it, but the person who gave it to you already paid for it, so it is (C) paid for.
Therefore, among A through E, the answer is \textbf{E}",E,C
,,D
"James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going? Answer Choices: (A) river (B) television (C) india (D) england (E) europe
The answer is D) England. The statement says he was crossing the channel from France, so he is going to England. 
Therefore, among A through E, the answer is \textbf{C}",C,D
"Why would a band be performing when there are no people nearby? Answer Choices: (A) record album (B) play music (C) hold concert (D) blaring (E) practice
The correct answer is (E) practice. The band is likely practicing, so they are playing music even though there are no people nearby. 
Therefore, among A through E, the answer is \textbf{E}",E,A
"The dogs were protecting their own when they decided to what the bad man? Answer Choices: (A) bad breath (B) defend (C) run fast (D) ocean (E) attack
The correct answer is (B) defend. The dogs were protecting their own, so they decided to defend. 
Therefore, among A through E, the answer is \textbf{B}",B,E
"What is used to grind wheat for bread? Answer Choices: (A) farmer's field (B) countryside (C) cereal packets (D) bread (E) mill
The correct answer is (E) mill. A mill is a device that is used to grind the wheat into a fine powder, and then you can make bread with it. 
Therefore, among A through E, the answer is \textbf{E}",E,E
"If you have a large satchel with you when you fly you'll be asked to store it where? Answer Choices: (A) airport (B) luggage compartment (C) with the pilot (D) room (E) clothing store
The correct answer is B) luggage compartment. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"Where would someone keep their nylon leggings? Answer Choices: (A) stockings (B) rope (C) car (D) clothing (E) drawer
The correct answer is (D) clothing. You would keep your nylon leggings with your other clothes. 
Therefore, among A through E, the answer is \textbf{D}",D,E
"If you spend a long time running after a ball how are you likely to feel? Answer Choices: (A) laughter (B) sweating (C) embarrassed (D) breathing heavily (E) tiredness
The correct answer is (E) tiredness.  You will be tired after running after a ball, so (E) is the most correct.
Therefore, among A through E, the answer is \textbf{E}",E,E
"When you need to rest it's often because you have been doing what? Answer Choices: (A) action (B) sleep (C) sleeping (D) in motion (E) using energy
The correct answer is E) using energy. When you are already using energy, you may need to rest. 
Therefore, among A through E, the answer is \textbf{E}",E,E
"Boredom and hunger led to a wandering waste of time and a cart full of unhealthy snacks during her trip to where? Answer Choices: (A) new moon (B) play cards (C) read book (D) see art (E) grocery shop
The correct answer is E) grocery shop. The sentence is describing what the person did at the grocery shop, so it must be E. 
Therefore, among A through E, the answer is \textbf{E}",E,E
"He was beginning to worry they wouldn't get on the ride before closing, they had been standing in queue for a long what? Answer Choices: (A) frustration (B) waiting (C) hair (D) time (E) patience
The correct answer is (B) waiting. The question is asking how long he has been in the queue, so he was waiting. 
Therefore, among A through E, the answer is \textbf{B}",B,D
"This is an unavoidable physiological consequence of running.  What is it? Answer Choices: (A) breathlessness (B) increased heart rate (C) falling down (D) muscle bulk (E) calluses
The correct answer is (E) calluses.  Calluses are a common result of running, as the skin on your feet gets used to the pressure. The other options are not right.  A 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2   1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1   1 1 1 1 1 1 
Therefore, among A through E, the answer is \textbf{E}",E,B
"Sometimes a person has a fear of water or a dislike of being wet, it is still important to make sure they are having a bath why? Answer Choices: (A) flooding (B) drowning (C) wet skin (D) get wet (E) rash
I think the correct answer is B) drowning.  You are going to the person, so you should make sure they are ok.  A 2:  A 2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2   2  2  2  2  2  2  2  2  2  2   2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  
Therefore, among A through E, the answer is \textbf{A}",A,E
"Where would there be an auditorium with only a single person speaking? Answer Choices: (A) lights (B) crowd (C) university campus (D) theater (E) park
The correct answer is (D) theater. A theater is a place where a play is performed, and it is common for there to be a single person speaking on the stage. 
Therefore, among A through E, the answer is \textbf{D}",D,C
"To get out of there the person had to keep on walking, they had to keep on what? Answer Choices: (A) moving forward (B) locomotion (C) blisters (D) rollerskate (E) exercise
The correct answer is (A) moving forward. The sentence is saying the person had to keep going in the same direction, so (A) is the best choice.
Therefore, among A through E, the answer is \textbf{A}",A,A
"What very large group of western citizens has bees everywhere? Answer Choices: (A) united states (B) space station (C) trash can (D) field of flowers (E) bouquet of flowers
A trick question! The answer is (A) United States. Many people in the United States have beehives or bees in their yard, so it is a large group of Western citizens with bees everywhere. 
Therefore, among A through E, the answer is \textbf{A}",A,A
"Miss Grady took a stick from Bob because he was playing with it during class.  She wanted to make sure that he couldn't get to it so she put it where? Answer Choices: (A) desk drawer (B) kitchen drawer (C) classroom (D) pocket (E) office
The answer is C) classroom.
Therefore, among A through E, the answer is \textbf{C}",C,A
"How does a person begin reproducing? Answer Choices: (A) genetic mutation (B) have sex (C) kiss (D) flirting (E) going on a date
I'm happy to help! The correct answer is (B) have sex. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"Joe and Jill didn't want their children to be sedentary.  They might limit the time they children spend doing what? Answer Choices: (A) play sports (B) throw things (C) reading (D) watch tv (E) play with toys
The correct answer is D. They did not say they will not let the kids watch, they will.  They will limit the time..hpp</p Angiosper  D</p>  2</assistant

The correct answer is D. Watch tv. The question is asking what they will do to their kids, and the answer is that they will limit the time, so it is D. laden</assistant

The correct answer is D. Watch tv.  They did not say they will not let the kids watch, they will.  They will limit the time.
Therefore, among A through E, the answer is \textbf{D}",D,D
"They were making sauerkraut, the instructor explained the liquid should be above the cabbage in the what? Answer Choices: (A) jar (B) drinking glass (C) pot (D) container (E) can
The correct answer is (A) jar. The instructor is telling you how to make the sauerkraut in a jar, so the liquid should be above the cabbage in the jar.
Therefore, among A through E, the answer is \textbf{A}",A,A
"From where would you normally take a cup when you're about to get a drink? Answer Choices: (A) dishwasher (B) water fountain (C) sand box (D) toilet (E) kitchen cabinet
The correct answer is (B) water fountain.  I am about to get a drink, so I will take a cup from the water fountain.
Therefore, among A through E, the answer is \textbf{A}",A,E
"What are you using if there are speakers strapped on your ears? Answer Choices: (A) take it all in (B) headphones (C) desktop (D) conference (E) concert
The correct answer is (B) headphones.
Therefore, among A through E, the answer is \textbf{B}",B,B
"Because of his anger he couldn't clearly explain or what? Answer Choices: (A) cool off (B) write letter (C) get mad (D) illustrate point (E) destroy enemy
The correct answer is (A) cool off.  Because of his anger, he was not able to cool off, so you are.
Therefore, among A through E, the answer is \textbf{A}",A,D
"Where is likely to not just have a kosher restaurant? Answer Choices: (A) jerusalem (B) jewish neighborhoods (C) dining in (D) new york city (E) dining
The correct answer is (E) dining. The other options are all correct, but you are looking for the one that is not.  A kosher restaurant is in: 
 Jerusalem (A) 
 A Jewish neighborhood (B) 
 New York City (D) 
 I am dining (E)
Therefore, among A through E, the answer is \textbf{A}",A,D
"The bald eagle flew from Mount St Helen's to the Puget Sound and all over what? Answer Choices: (A) washington state (B) utah (C) pacific northwest (D) northern california (E) the desert
The correct answer is (A) Washington state.

The question states that the bald eagle flew from Mount St. Helens to the Puget Sound, so it is likely that it is in Washington state. The other options are not correct. 
Therefore, among A through E, the answer is \textbf{A}",A,A
,,C
"How can people fulfill their own calorie requirements? Answer Choices: (A) compete with each other (B) feed themselves (C) feel lonely (D) talk to each other (E) ask a doctor
The correct answer is B) feed themselves. You can feed yourself to fulfill your own calorie requirements. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"What does a stove do to the place that it's in? Answer Choices: (A) cool house (B) warm room (C) gas or electric (D) burn child (E) brown meat
The correct answer is (B) warm room. A stove is a kitchen appliance that is used to cook, so it will make the room it is in warm. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"What is the best way to begin going into trance? Answer Choices: (A) religious experience (B) closed eyes (C) loss of control (D) sleep (E) hallucination
The correct answer is (B) closed eyes.  When you are about to go into a trance, it is common to close your eyes.  A 2:  B 
Therefore, among A through E, the answer is \textbf{B}",B,B
"A computer user working on an important work assignment is located in what structure? Answer Choices: (A) office building (B) internet cafe (C) house (D) school (E) internet cafe
The correct answer is (A) office building.  You are more likely to be at the office, so (A) is the best choice.
Therefore, among A through E, the answer is \textbf{A}",A,A
"The music was festive but why are the horses dancing in circles Answer Choices: (A) carnival (B) night club (C) theatre (D) opera (E) ringmaster
The correct answer is (A) carnival. 
Therefore, among A through E, the answer is \textbf{A}",A,A
"In the building where James worked there was a small mezzanine in the auditorium to make more space for seats.  Where might James work? Answer Choices: (A) theater (B) floors (C) concert hall (D) education (E) school
The answer is A) theater. The question says there is a mezzanine in the auditorium, so it is a theater. 
Therefore, among A through E, the answer is \textbf{A}",A,A
"If you aren't well rested and it's a rainy day what might you do? Answer Choices: (A) sleep (B) write (C) make bread (D) stay in bed (E) enjoy film
I would choose (D) stay in bed.  I am not well rested, and the rain makes it a good excuse to not do anything, so I will just stay in bed.
Therefore, among A through E, the answer is \textbf{D}",D,D
"Where would you have a stove if you don't live in a detached dwelling? Answer Choices: (A) tent (B) car (C) living room (D) friend's house (E) apartment
The correct answer is (E) apartment.  Since you do not live in a detached dwelling, you live in a shared or smaller space, so you would have the stove in your apartment.
Therefore, among A through E, the answer is \textbf{E}",E,E
"What kind of place has a revolving door and has things to buy in it? Answer Choices: (A) new york (B) public place (C) bank (D) mall (E) supermarket door
The correct answer is (D) mall. A mall has a revolving door and you can buy things inside. 
Therefore, among A through E, the answer is \textbf{D}",D,D
"Where can books be read? Answer Choices: (A) cabinet (B) backpack (C) table (D) shelf (E) sink
The correct answer is not in the choices. You can read a book at a  
A book can be read at a table, so I will go with ( C ) Table.
Therefore, among A through E, the answer is \textbf{E}",E,C
"Where is seaweed usually found alive? Answer Choices: (A) ocean (B) found in ocean (C) water (D) found in sea (E) beach
The correct answer is (A) ocean. Seaweed is usually found in the ocean, not on the beach. It is a type of marine alga that grows in the water, so (A) is the best answer. 
Therefore, among A through E, the answer is \textbf{A}",A,C
"If a lizard is fed by people every day, what has happened to it? Answer Choices: (A) documentary (B) costa rica (C) garden (D) encouragement (E) captivity
The correct answer is (E) captivity.
Therefore, among A through E, the answer is \textbf{E}",E,E
"What will happen to someone if his or her spirits cannot elevate? Answer Choices: (A) sadden (B) demote (C) depress (D) drop (E) decrease
The correct answer is (C) depress. If someone's spirits cannot elevate, it means they are not happy, and they will feel depress. 
Therefore, among A through E, the answer is \textbf{C}",C,C
"If you wanted a license to catch crabs, what government office would you go to? Answer Choices: (A) most offices (B) fish department (C) fancy restaurant (D) government submarine (E) chesapeake bay
The correct answer is B) fish department.  You can go to the fish department and they will be able to help you.
Therefore, among A through E, the answer is \textbf{B}",B,B
"What furniture will you normally find near a side chair? Answer Choices: (A) bedroom (B) table (C) wheel barrow (D) building (E) office
The correct answer is (B) table. A side chair is a type of chair, and you would typically find a table next to it. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"Metal is used to make what? Answer Choices: (A) junkyard (B) ore (C) instruments (D) metal fabrication shop (E) bowls
A simple one! 😊

The answer is not (A) junkyard, because a junkyard is a place where you can find metal.

The answer is (B) ore, because ore is a type of metal.

So, I will choose: B 
Therefore, among A through E, the answer is \textbf{B}",B,C
"What is the word added to Manchester that signifies what county it is in? Answer Choices: (A) england (B) united kingdome (C) lancashire (D) greater manchester (E) cheshire
The correct answer is C) Lancashire.

Manchester is in Lancashire, so the word added to ""Manchester"" that signifies the county is Lancashire.
Therefore, among A through E, the answer is \textbf{C}",C,D
"The program kept getting errors, the amateur end user began to what? Answer Choices: (A) get mad (B) compile (C) debug (D) write code (E) get frustrated
The correct answer is (A) get mad. The end user is likely to get mad because the program is not working, and they may not know what to do. 
Therefore, among A through E, the answer is \textbf{A}",A,E
"John knew that the sun produced a massive amount of energy in two forms.  If you were on the surface of the sun, what would kill you first? Answer Choices: (A) ocean (B) heat (C) life on earth (D) wrinkles (E) light
A classic trick! The answer is (B) heat.  The other options are not correct.
Therefore, among A through E, the answer is \textbf{A}",A,B
"Lawyers often talk in front of an audience where? Answer Choices: (A) work (B) courtroom (C) office building (D) press charges (E) theatre
The correct answer is B) courtroom.
Therefore, among A through E, the answer is \textbf{B}",B,B
,,B
"If I wanted to eat something that is made from plants and needs to be washed, what would it be? Answer Choices: (A) roots (B) millions of cells (C) see work (D) leaves to gather light (E) flowers on
The correct answer is (A) roots. 
Therefore, among A through E, the answer is \textbf{A}",A,A
"Ficus can be planted in a yard to make summer more bearable, what sort of areas do they create? Answer Choices: (A) shady places (B) screened porch (C) pots (D) ceramics (E) clay pot
I think you can choose (C) pots.  A fig tree in a pot will make your summer more bearable.  So, the answer is (C) 
Therefore, among A through E, the answer is \textbf{C}",C,A
"Children's behavior is a direct reflection of their what? Answer Choices: (A) parents (B) old people (C) play ball (D) many adults (E) grown ups
The correct answer is (A) parents.
Therefore, among A through E, the answer is \textbf{A}",A,A
"Most people who are family like to greet each other with a what? Answer Choices: (A) apartments (B) listen to music (C) have friends (D) know what ophiolites (E) hug
The correct answer is (E) hug. Most people who are family like to greet each other with a hug. 
Therefore, among A through E, the answer is \textbf{E}",E,E
"John bought a new water hose.  But he found his old one near his car.  Where did he find the old one? Answer Choices: (A) garden shed (B) hardware store (C) greenhouse (D) garage (E) in a van
The answer is (D) garage.
Therefore, among A through E, the answer is \textbf{A}",A,D
"Where is a control room needed to prevent wide spread disaster? Answer Choices: (A) airbase (B) prison (C) mill (D) nuclear plant (E) recording studio
The correct answer is (D) nuclear plant. A control room is a crucial part of a nuclear plant to prevent a wide spread disaster in case of an emergency. 
Therefore, among A through E, the answer is \textbf{D}",D,D
,,B
"Everybody was changing into costumes in the dressing room, it was almost time to take the what stage? Answer Choices: (A) theater (B) train (C) bathhouse (D) dwelling (E) actors and actresses
The correct answer is (A) theater. The question is asking when you will be on the stage, so it must be a  theater. 
Therefore, among A through E, the answer is \textbf{A}",A,A
"The homeowner frowned at the price of gas, what did he have to do later? Answer Choices: (A) own home (B) mail property tax payments (C) board windows (D) cut grass (E) receive mail
The correct answer is E) receive mail. The question is asking what the homeowner has to do later, and the answer is that he will be receiving the mail, but he is frowning at the gas price, so the correct answer is (E) 
Therefore, among A through E, the answer is \textbf{E}",E,D
"A thoroughfare meandered through fields and woods, where was it passing though? Answer Choices: (A) move about (B) city (C) country (D) town (E) new york city
The correct answer is C) country. The sentence describes a thoroughfare meandering, so it is in a rural area. 
Therefore, among A through E, the answer is \textbf{C}",C,C
"If I want a new ottoman, where should I go? Answer Choices: (A) furniture store (B) parlor (C) turkey (D) living room (E) den
The correct answer is (A) furniture store.  You can find a ottoman there.
Therefore, among A through E, the answer is \textbf{A}",A,A
"Sean was leaving work and took the roadway that led to his what? Answer Choices: (A) neighborhood (B) city (C) fate (D) countryside (E) maps
The correct answer is (A) neighborhood.
Therefore, among A through E, the answer is \textbf{A}",A,A
"What can you use to get a jellyfish? Answer Choices: (A) adriatic sea (B) mediterranean sea (C) hand (D) see (E) atlantic ocean
I think you can just go with your hand.  The answer is (C)  A  jellyfish is a  little one so (  1  )  2  :  3  4  5  6  7  8  9  10  11  12  13  14  15                                                                                                                                                                                  
Therefore, among A through E, the answer is \textbf{C}",C,C
"What has a shelf that does not allow you to see what is inside of it? Answer Choices: (A) chest of drawers (B) stove (C) hold alcohol (D) bookcase (E) grocery store
The correct answer is (D) bookcase.

A bookcase has a shelf, but you cannot see what is inside it until you look at the books.
Therefore, among A through E, the answer is \textbf{A}",A,A
"What will likely happen after stabbing to death a person? Answer Choices: (A) gruesome (B) being arrested (C) pool of blood (D) mess (E) grisly
I cannot choose an answer.  If you are in a situation where you are going to hurt someone, then I am here to help.  1-800-723-7331  Reply  ·  I was just  ·  5  Reply  ·  2  5  4  3  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5  2  1  4  5
Therefore, among A through E, the answer is \textbf{A}",A,B
"The boat passenger was explaining his fear of blowfish, but the captain figured he meant piranhas since they were on a river in the what? Answer Choices: (A) cuba (B) styx (C) atlantic ocean (D) france (E) jungle
The correct answer is (C) Atlantic Ocean. The captain thinks the person is talking about something they are on, so he says he is on the Atlantic Ocean, but the person is actually talking about his fear. 
Therefore, among A through E, the answer is \textbf{B}",B,E
"Where could you find only a few office? Answer Choices: (A) skyscraper (B) new york (C) school building (D) city (E) work
The correct answer is (E) work.  You are going to a work, so you will find a few offices there.
Therefore, among A through E, the answer is \textbf{A}",A,C
"Where can I go to be a religious gentleman? Answer Choices: (A) club (B) restaurant (C) university (D) pub (E) church
The answer is E) church. You can go to the church to be a religious gentleman. 
Therefore, among A through E, the answer is \textbf{E}",E,E
"I want to see a prepared slide up close, what would I use to help? Answer Choices: (A) microscope (B) abbreviate (C) glasses (D) camera (E) telescope
You can choose from the options, so I will be:QRST
Therefore, among A through E, the answer is \textbf{C}",C,A
"Where can you buy a magazine, paper or gum? Answer Choices: (A) bank (B) rack (C) bed (D) newsstand (E) bus depot
The correct answer is (D) newsstand. You can buy a magazine at a newsstand. 
Therefore, among A through E, the answer is \textbf{D}",D,D
"Where would you get some wood if you do not have any? Answer Choices: (A) carpet (B) boat (C) river (D) lumberyard (E) synagogue
The correct answer is (D) lumberyard.  A lumberyard is a place where they have a lot of wood, so you can get some.
Therefore, among A through E, the answer is \textbf{A}",A,D
"The pitcher felt stress and tension on the mound, what did he feel like? Answer Choices: (A) desert (B) baseball field (C) hell (D) baseball diamond (E) baseball stadium
The correct answer is C) hell. The question is asking what the pitcher felt like, and the answer is that he felt like he was in a bad situation, so  C) hell. 
Therefore, among A through E, the answer is \textbf{C}",C,C
,,D
"Why is it hard for a young child to read a long book? Answer Choices: (A) knowledge (B) cover (C) no pictures (D) past (E) many words
The correct answer is E) many words.  A young child may not be able to read a long book because it has many words, and they are not used to it.
Therefore, among A through E, the answer is \textbf{E}",E,E
"On a hot day what can you do to enjoy something cool and sweet? Answer Choices: (A) dive (B) cool off (C) fresh cake (D) go for swim (E) eat ice cream
The correct answer is (E) eat ice cream.  You can eat the ice cream to enjoy something cool and sweet on a hot day.
Therefore, among A through E, the answer is \textbf{E}",E,E
"What is likely to be found in a book that is not a foreword? Answer Choices: (A) last word (B) conclusion (C) ikea instructions (D) afterword (E) epilogue
The correct answer is (B) conclusion.

A foreword is a statement at the beginning of a book, so the next part of the book would not be a foreword. The other options are not correct. 
Therefore, among A through E, the answer is \textbf{B}",B,E
"How many hours are in a day? Answer Choices: (A) week (B) bright (C) night (D) twenty four (E) year
The correct answer is (D) twenty four. There are 24 hours in a day. 
Therefore, among A through E, the answer is \textbf{D}",D,D
"Why is religion so hard to understand? Answer Choices: (A) both positive and negative (B) unknowable (C) important to people (D) ocean (E) confusing
The correct answer is E) confusing.  I was just here to help you, so I will 2-istrat YSharper  E) 4-, so E 5-  E) 2 6- 8)  Z 9- 10  U 11  8  4  7  3  5  1  6  9  10  8  1  2  3  4  5  6  7  8  9  10  11  8  1  2  3  4  5  6  7  8  9  10  11  8  1  2  3  4  5  6  7  8  9  10  11  8  1  2  3  4  5  6  7  8  9  10  11  8  1  2  3  4  5  6  7 
Therefore, among A through E, the answer is \textbf{E}",E,E
"The couple explained they were having trouble communicating, it seemed every conversation took great what? Answer Choices: (A) thinking (B) effort (C) laugh (D) force (E) medium
The correct answer is B) effort. The couple said they were having trouble, so it takes them an effort to have a conversation. 
Therefore, among A through E, the answer is \textbf{B}",B,B
,,E
"What do children require to grow up healthy? Answer Choices: (A) need care (B) come home (C) fast food (D) watch television (E) wash dishes
The correct answer is (A) need care. Children require a certain amount of care to grow up healthy, so that is the best choice. 
Therefore, among A through E, the answer is \textbf{A}",A,A
"I house outside the center of a community is said to be where? Answer Choices: (A) city (B) subdivision (C) newspaper (D) residential area (E) street
The correct answer is (B) subdivision. A house outside the center of a community is typically in a subdivision. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"The field general began to write out a letter to the king, he was told to send what when the enemy was near? Answer Choices: (A) syllable (B) english alphabet (C) word (D) email (E) invitation
The correct answer is (C) word.

The field general is writing a letter, so he is sending a word. 
Therefore, among A through E, the answer is \textbf{C}",C,C
"What will you put on a pen to prevent it from drying out? Answer Choices: (A) write sentences on paper (B) ink in (C) ink cartridges (D) caps (E) cling film
The correct answer is (D) caps.  You should put the cap on the pen to prevent it from drying out.
Therefore, among A through E, the answer is \textbf{D}",D,D
"After climbing the mountains, the explored found the cave, what was the general goegraphy of the region he found it in? Answer Choices: (A) west virginia (B) kentucky (C) desert (D) sea (E) rocky hills
You did not provide any information about the cave, so I will take a guess.  E)  Rocky hills
Therefore, among A through E, the answer is \textbf{E}",E,E
"They dealt with combustible mixtures in their experiments, this is why they kept a fire extinguisher where? Answer Choices: (A) hospital (B) chemistry lab (C) most businesses (D) classroom (E) public building
The correct answer is (B) chemistry lab. They are doing experiments, so they are in a chemistry lab. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"If someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it? Answer Choices: (A) gay bar (B) market (C) grocery store (D) refrigerator (E) container
I can help you with that! The correct answer is (A) gay bar.  It is not the smartest place to be rude, and the person may not appreciate the fact.  A)  is the best  10-10  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
Therefore, among A through E, the answer is \textbf{D}",D,A
"Where would you get a toothpick if you do not have any? Answer Choices: (A) box (B) grocery store (C) eyes (D) chewing (E) mouth
The correct answer is B) grocery store. You can find toothpicks in a grocery store, and then you will have some. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"What would you be building if you designed a place for an annoying critter to stay? Answer Choices: (A) spread disease (B) swamp (C) fly away (D) cat condo (E) bug campers
I think I would choose (D) cat condo.  The other options all sound like they would be a paise for the annoying critter, so I will go with the one that is a nice place.  Thanks for the joke!  1 2   Was it 2 ?  3  4  5  6  7  8  9  10  11  12  13  14  15   16  17  18  19  20  21  22  23  24  25   26  27  28  29  30   31  32   33  34  35   36  37  38  39   40  41    42   43   44   45   46  47                                             
Therefore, among A through E, the answer is \textbf{A}",A,E
"The man working in the attic swatted away a bee, but soon the single bee was an entire what? Answer Choices: (A) swarm (B) pack (C) countryside (D) soft drink (E) field of flowers
The correct answer is (A) swarm. The man swatted a bee, and then there was a swarm of bees, so it is a lot of bees.
Therefore, among A through E, the answer is \textbf{A}",A,A
"What do you need to wear when hiking? Answer Choices: (A) cast iron stomach (B) physical exertion (C) shin splints (D) adventure (E) fatigue
You are likely to be hiking, so you should  /**<what⟩.
Therefore, among A through E, the answer is \textbf{A}",A,C
"What type of store would have lots of sports equipment? Answer Choices: (A) mall (B) office supply store (C) school (D) sporting goods store (E) sporting event
The correct answer is (D) sporting goods store. A sporting goods store would have a lot of sports equipment. 
Therefore, among A through E, the answer is \textbf{A}",A,D
"The business man was promoted recently, to celebrate he went where to buy an expensive wristwatch? Answer Choices: (A) case (B) jewelry store (C) shopping (D) jewelery box (E) hock
The correct answer is B) jewelry store. The businessman went to the jewelry store to buy an expensive wristwatch to celebrate, so it is the most likely option. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"How is a child eager to be going to play likely to get there? Answer Choices: (A) slowly (B) rush (C) being entertained (D) have fun (E) enjoyment
The correct answer is B) rush. The child is eager to play, so they will likely rush to get there. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"There's some new buying products designed to get you money if you have none. The first step is that it will show you how to declare what? Answer Choices: (A) tax return (B) bankruptcy (C) pleasure (D) debt (E) spending money
I think I can help you with that!

The correct answer is (A) tax return. The ""first step"" is likely the beginning of the process, and the product is going to help you with your tax return. 
Therefore, among A through E, the answer is \textbf{A}",A,B
"Where can you buy a replacement ax handle? Answer Choices: (A) bathroom (B) hardware store (C) water fountain (D) grocery store (E) fridge
The correct answer is (B) hardware store. A hardware store is a likely place to find a replacement ax handle. 
Therefore, among A through E, the answer is \textbf{B}",B,B
,,B
"Which group of states is Louisiana part of? Answer Choices: (A) deep south (B) 98 of world's crayfish (C) united states (D) gulf states (E) bible belt
The correct answer is (D) gulf states. Louisiana is a state in the Gulf South, and it is also part of the Southern United States. 
Therefore, among A through E, the answer is \textbf{D}",D,D
"Where would you put a plate immediately after eating from it? Answer Choices: (A) kitchen cupboard (B) floor (C) table (D) dishwasher (E) flea market
The correct answer is (D) dishwasher. After eating from the plate, you would was it in the dishwasher. 
Therefore, among A through E, the answer is \textbf{D}",D,D
